UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference,Average Temperature,Power,Downtime_Hours,Maintenance_Cost
8064,M22923,2,300.3,311.7,1551,36.4,84,0,0,0,0,0,0,11.399999999999977,306.0,56456.399999999994,0.1,367.31
8065,L55244,1,300.5,311.8,1596,34.8,87,0,0,0,0,0,0,11.300000000000011,306.15,55540.799999999996,0.24,441.05
8066,M22925,2,300.5,311.9,1670,26.3,89,0,0,0,0,0,0,11.399999999999977,306.2,43921.0,0.06,433.05
8067,L55246,1,300.4,311.9,1868,21.3,92,0,0,0,0,0,0,11.5,306.15,39788.4,0.22,1113.58
8068,M22927,2,300.6,312.0,1490,39.8,94,0,0,0,0,0,0,11.399999999999977,306.3,59301.99999999999,0.04,635.09
8069,M22928,2,300.5,311.9,1676,35.2,97,0,0,0,0,0,0,11.399999999999977,306.2,58995.200000000004,0.06,628.08
8070,M22929,2,300.5,311.9,1875,22.1,100,0,0,0,0,0,0,11.399999999999977,306.2,41437.5,0.15,738.04
8071,M22930,2,300.5,312.0,1867,23.0,103,0,0,0,0,0,0,11.5,306.25,42941.0,0.22,662.27
8072,L55251,1,300.5,312.0,1646,29.5,106,0,0,0,0,0,0,11.5,306.25,48557.0,0.22,1159.4
8073,H37486,0,300.5,312.0,1375,43.2,108,0,0,0,0,0,0,11.5,306.25,59400.00000000001,0.18,788.71
8074,L55253,1,300.5,312.0,1558,36.7,113,0,0,0,0,0,0,11.5,306.25,57178.600000000006,0.08,699.65
8075,L55254,1,300.4,312.0,1631,34.9,115,0,0,0,0,0,0,11.600000000000023,306.2,56921.899999999994,0.12,842.73
8076,L55255,1,300.4,312.0,1366,43.0,117,0,0,0,0,0,0,11.600000000000023,306.2,58738.0,0.07,464.01
8077,L55256,1,300.3,311.8,1360,48.0,119,0,0,0,0,0,0,11.5,306.05,65280.0,0.08,543.1
8078,L55257,1,300.3,311.8,1547,39.7,121,0,0,0,0,0,0,11.5,306.05,61415.9,0.1,668.17
8079,L55258,1,300.3,311.7,1571,31.2,123,0,0,0,0,0,0,11.399999999999977,306.0,49015.2,0.18,943.7
8080,L55259,1,300.2,311.5,1528,36.1,125,0,0,0,0,0,0,11.300000000000011,305.85,55160.8,0.06,490.29
8081,H37494,0,300.2,311.5,1432,43.6,127,0,0,0,0,0,0,11.300000000000011,305.85,62435.200000000004,0.01,634.9
8082,L55261,1,300.2,311.6,1356,53.5,132,0,0,0,0,0,0,11.400000000000034,305.9,72546.0,0.21,838.67
8083,H37496,0,300.1,311.5,1422,46.2,134,0,0,0,0,0,0,11.399999999999977,305.8,65696.40000000001,0.01,443.84
8084,L55263,1,300.1,311.4,1438,42.2,139,0,0,0,0,0,0,11.299999999999955,305.75,60683.600000000006,0.29,908.66
8085,L55264,1,300.2,311.4,1483,44.4,141,0,0,0,0,0,0,11.199999999999989,305.79999999999995,65845.2,0.11,896.34
8086,L55265,1,300.2,311.4,1331,49.8,143,0,0,0,0,0,0,11.199999999999989,305.79999999999995,66283.8,0.0,492.51
8087,L55266,1,300.2,311.4,1463,37.5,145,0,0,0,0,0,0,11.199999999999989,305.79999999999995,54862.5,0.27,1206.7
8088,L55267,1,300.1,311.4,1446,40.6,147,0,0,0,0,0,0,11.299999999999955,305.75,58707.6,0.18,985.21
8089,L55268,1,300.1,311.4,1356,45.7,149,0,0,0,0,0,0,11.299999999999955,305.75,61969.200000000004,0.25,1046.9
8090,L55269,1,300.1,311.3,1676,30.3,151,0,0,0,0,0,0,11.199999999999989,305.70000000000005,50782.8,0.13,886.23
8091,L55270,1,300.1,311.4,1910,23.0,153,0,0,0,0,0,0,11.299999999999955,305.75,43930.0,0.11,711.15
8092,L55271,1,300.2,311.6,1375,56.9,155,0,0,0,0,0,0,11.400000000000034,305.9,78237.5,0.2,877.55
8093,M22952,2,300.2,311.6,1513,40.8,157,0,0,0,0,0,0,11.400000000000034,305.9,61730.399999999994,0.12,959.28
8094,L55273,1,300.2,311.6,1511,35.7,160,0,0,0,0,0,0,11.400000000000034,305.9,53942.700000000004,0.17,872.25
8095,H37508,0,300.2,311.6,1662,28.8,162,0,0,0,0,0,0,11.400000000000034,305.9,47865.6,0.08,918.31
8096,L55275,1,300.2,311.7,1493,48.3,167,0,0,0,0,0,0,11.5,305.95,72111.9,0.1,800.17
8097,M22956,2,300.2,311.7,1555,37.4,169,0,0,0,0,0,0,11.5,305.95,58157.0,0.02,932.71
8098,L55277,1,300.3,311.7,1452,41.5,172,0,0,0,0,0,0,11.399999999999977,306.0,60258.0,0.23,1168.91
8099,L55278,1,300.2,311.6,1500,39.0,174,0,0,0,0,0,0,11.400000000000034,305.9,58500.0,0.1,725.85
8100,L55279,1,300.2,311.7,1603,30.5,176,0,0,0,0,0,0,11.5,305.95,48891.5,0.29,1180.1
8101,L55280,1,300.3,311.7,1682,27.8,178,0,0,0,0,0,0,11.399999999999977,306.0,46759.6,0.08,741.75
8102,L55281,1,300.3,311.8,1567,37.7,180,0,0,0,0,0,0,11.5,306.05,59075.9,0.14,760.84
8103,L55282,1,300.3,311.8,1413,46.0,182,0,0,0,0,0,0,11.5,306.05,64998.0,0.09,910.92
8104,M22963,2,300.3,311.9,1429,41.6,184,0,0,0,0,0,0,11.599999999999966,306.1,59446.4,0.21,1549.54
8105,L55284,1,300.3,311.9,1692,31.5,187,0,0,0,0,0,0,11.599999999999966,306.1,53298.0,0.24,1291.31
8106,L55285,1,300.4,311.9,1476,48.7,189,0,0,0,0,0,0,11.5,306.15,71881.2,0.15,1303.82
8107,M22966,2,300.4,312.0,1596,30.4,191,0,0,0,0,0,0,11.600000000000023,306.2,48518.399999999994,0.11,1156.26
8108,H37521,0,300.3,311.9,1390,49.0,194,0,0,0,0,0,0,11.599999999999966,306.1,68110.0,0.22,1220.82
8109,M22968,2,300.3,311.8,1607,33.7,199,0,0,0,0,0,0,11.5,306.05,54155.9,0.06,1189.31
8110,L55289,1,300.3,311.7,1821,26.3,202,0,0,0,0,0,0,11.399999999999977,306.0,47892.3,0.18,1094.06
8111,H37524,0,300.3,311.8,2141,18.5,204,0,0,0,0,0,0,11.5,306.05,39608.5,0.22,1310.58
8112,M22971,2,300.4,311.8,1553,33.1,209,1,1,0,0,0,0,11.400000000000034,306.1,51404.3,2.59,3811.56
8113,M22972,2,300.4,311.8,1442,45.1,0,0,0,0,0,0,0,11.400000000000034,306.1,65034.200000000004,0.2,304.91
8114,L55293,1,300.4,311.7,1459,45.6,3,0,0,0,0,0,0,11.300000000000011,306.04999999999995,66530.40000000001,0.22,421.42
8115,H37528,0,300.4,311.8,2496,13.5,5,0,0,0,0,0,0,11.400000000000034,306.1,33696.0,0.04,92.39
8116,L55295,1,300.4,311.8,1367,57.2,10,0,0,0,0,0,0,11.400000000000034,306.1,78192.40000000001,0.1,403.81
8117,L55296,1,300.3,311.8,2004,19.6,12,0,0,0,0,0,0,11.5,306.05,39278.4,0.12,148.77
8118,L55297,1,300.3,311.7,1406,47.5,14,0,0,0,0,0,0,11.399999999999977,306.0,66785.0,0.23,617.65
8119,L55298,1,300.3,311.8,1548,33.0,16,0,0,0,0,0,0,11.5,306.05,51084.0,0.17,336.04
8120,L55299,1,300.3,311.7,1333,55.2,18,0,0,0,0,0,0,11.399999999999977,306.0,73581.6,0.13,162.41
8121,L55300,1,300.2,311.6,1767,26.4,20,0,0,0,0,0,0,11.400000000000034,305.9,46648.799999999996,0.1,23.13
8122,L55301,1,300.2,311.6,1827,27.0,22,0,0,0,0,0,0,11.400000000000034,305.9,49329.0,0.0,0.0
8123,M22982,2,300.2,311.6,1533,46.4,24,0,0,0,0,0,0,11.400000000000034,305.9,71131.2,0.01,0.0
8124,H37537,0,300.2,311.5,1515,36.8,27,0,0,0,0,0,0,11.300000000000011,305.85,55751.99999999999,0.07,191.69
8125,L55304,1,300.2,311.4,1568,41.0,32,0,0,0,0,0,0,11.199999999999989,305.79999999999995,64288.0,0.04,8.91
8126,L55305,1,300.2,311.4,1452,47.8,34,0,0,0,0,0,0,11.199999999999989,305.79999999999995,69405.59999999999,0.04,403.91
8127,L55306,1,300.2,311.4,1433,37.9,36,0,0,0,0,0,0,11.199999999999989,305.79999999999995,54310.7,0.18,376.61
8128,M22987,2,300.1,311.3,1650,33.8,38,0,0,0,0,0,0,11.199999999999989,305.70000000000005,55769.99999999999,0.18,380.52
8129,L55308,1,300.1,311.4,1629,31.3,41,0,0,0,0,0,0,11.299999999999955,305.75,50987.700000000004,0.01,40.19
8130,L55309,1,300.0,311.3,1520,39.2,43,0,0,0,0,0,0,11.300000000000011,305.65,59584.00000000001,0.18,279.64
8131,H37544,0,300.0,311.2,1393,43.1,45,0,0,0,0,0,0,11.199999999999989,305.6,60038.3,0.04,0.0
8132,H37545,0,299.9,311.2,1364,49.6,50,0,0,0,0,0,0,11.300000000000011,305.54999999999995,67654.40000000001,0.11,602.67
8133,M22992,2,299.9,311.3,1389,50.0,55,0,0,0,0,0,0,11.400000000000034,305.6,69450.0,0.3,362.34
8134,L55313,1,299.8,311.1,1466,46.1,58,0,0,0,0,0,0,11.300000000000011,305.45000000000005,67582.6,0.16,248.71
8135,L55314,1,299.7,311.1,1650,32.4,60,0,0,0,0,0,0,11.400000000000034,305.4,53460.0,0.01,521.98
8136,L55315,1,299.6,311.0,1554,36.3,62,0,0,0,0,0,0,11.399999999999977,305.3,56410.2,0.1,468.13
8137,M22996,2,299.6,310.9,1474,39.7,64,0,0,0,0,0,0,11.299999999999955,305.25,58517.8,0.2,538.11
8138,H37551,0,299.5,310.8,1600,32.4,67,0,0,0,0,0,0,11.300000000000011,305.15,51840.0,0.07,456.04
8139,L55318,1,299.5,310.8,1356,54.9,72,0,0,0,0,0,0,11.300000000000011,305.15,74444.4,0.29,793.09
8140,L55319,1,299.5,310.8,1571,38.2,74,0,0,0,0,0,0,11.300000000000011,305.15,60012.200000000004,0.13,514.98
8141,L55320,1,299.6,310.9,1658,28.0,76,0,0,0,0,0,0,11.299999999999955,305.25,46424.0,0.01,158.47
8142,L55321,1,299.6,310.8,1393,49.9,78,0,0,0,0,0,0,11.199999999999989,305.20000000000005,69510.7,0.16,659.98
8143,M23002,2,299.7,311.0,1448,49.8,80,0,0,0,0,0,0,11.300000000000011,305.35,72110.4,0.2,663.35
8144,L55323,1,299.7,310.9,1477,40.4,83,0,0,0,0,0,0,11.199999999999989,305.29999999999995,59670.799999999996,0.14,730.73
8145,M23004,2,299.7,311.0,1506,42.7,85,0,0,0,0,0,0,11.300000000000011,305.35,64306.200000000004,0.28,517.64
8146,M23005,2,299.7,310.9,1685,32.1,88,0,0,0,0,0,0,11.199999999999989,305.29999999999995,54088.5,0.27,600.6
8147,L55326,1,299.6,310.9,1533,31.8,91,0,0,0,0,0,0,11.299999999999955,305.25,48749.4,0.04,553.81
8148,L55327,1,299.5,310.8,1447,41.0,93,0,0,0,0,0,0,11.300000000000011,305.15,59327.0,0.02,343.32
8149,M23008,2,299.5,310.7,1488,39.5,95,0,0,0,0,0,0,11.199999999999989,305.1,58776.0,0.09,212.07
8150,M23009,2,299.6,310.8,1427,50.4,98,0,0,0,0,0,0,11.199999999999989,305.20000000000005,71920.8,0.18,699.6
8151,M23010,2,299.5,310.7,1424,41.3,101,0,0,0,0,0,0,11.199999999999989,305.1,58811.2,0.18,819.25
8152,L55331,1,299.5,310.7,1472,40.9,104,0,0,0,0,0,0,11.199999999999989,305.1,60204.799999999996,0.08,580.66
8153,L55332,1,299.5,310.7,1438,45.7,106,0,0,0,0,0,0,11.199999999999989,305.1,65716.6,0.29,902.22
8154,L55333,1,299.6,310.8,1507,42.4,108,0,0,0,0,0,0,11.199999999999989,305.20000000000005,63896.799999999996,0.09,690.51
8155,L55334,1,299.6,310.7,1393,52.1,110,0,0,0,0,0,0,11.099999999999966,305.15,72575.3,0.24,791.57
8156,L55335,1,299.5,310.8,1283,52.4,112,0,0,0,0,0,0,11.300000000000011,305.15,67229.2,0.25,830.39
8157,L55336,1,299.6,310.8,1644,30.9,114,0,0,0,0,0,0,11.199999999999989,305.20000000000005,50799.6,0.03,802.37
8158,L55337,1,299.6,310.8,1498,46.9,116,0,0,0,0,0,0,11.199999999999989,305.20000000000005,70256.2,0.07,505.36
8159,L55338,1,299.6,310.8,1400,40.8,118,0,0,0,0,0,0,11.199999999999989,305.20000000000005,57119.99999999999,0.06,765.96
8160,H37573,0,299.6,310.9,1679,31.2,120,0,0,0,0,0,0,11.299999999999955,305.25,52384.799999999996,0.28,702.87
8161,M23020,2,299.7,311.1,1618,30.3,125,0,0,0,0,0,0,11.400000000000034,305.4,49025.4,0.11,615.78
8162,H37575,0,299.6,311.0,1714,30.2,128,0,0,0,0,0,0,11.399999999999977,305.3,51762.799999999996,0.25,1069.39
8163,L55342,1,299.6,311.0,1574,35.0,133,0,0,0,0,0,0,11.399999999999977,305.3,55090.0,0.14,623.53
8164,L55343,1,299.7,311.1,1574,36.4,135,0,0,0,0,0,0,11.400000000000034,305.4,57293.6,0.14,778.76
8165,L55344,1,299.6,310.9,1472,40.9,137,0,0,0,0,0,0,11.299999999999955,305.25,60204.799999999996,0.27,1309.2
8166,L55345,1,299.6,311.0,1552,33.2,139,0,0,0,0,0,0,11.399999999999977,305.3,51526.4,0.13,978.83
8167,L55346,1,299.7,311.1,1603,31.4,141,0,0,0,0,0,0,11.400000000000034,305.4,50334.2,0.22,814.42
8168,H37581,0,299.7,311.1,1353,47.1,143,0,0,0,0,0,0,11.400000000000034,305.4,63726.3,0.13,760.13
8169,L55348,1,299.7,311.1,1690,30.6,148,0,0,0,0,0,0,11.400000000000034,305.4,51714.0,0.03,744.48
8170,M23029,2,299.8,311.2,1745,26.3,150,0,0,0,0,0,0,11.399999999999977,305.5,45893.5,0.02,966.79
8171,L55350,1,299.9,311.3,1522,45.7,153,0,0,0,0,0,0,11.400000000000034,305.6,69555.40000000001,0.06,674.75
8172,H37585,0,300.0,311.4,1641,34.5,155,0,0,0,0,0,0,11.399999999999977,305.7,56614.5,0.22,835.67
8173,L55352,1,299.9,311.4,1596,28.9,160,0,0,0,0,0,0,11.5,305.65,46124.399999999994,0.11,1017.0
8174,H37587,0,299.9,311.4,1497,37.0,162,0,0,0,0,0,0,11.5,305.65,55389.0,0.14,697.83
8175,L55354,1,299.9,311.3,1371,52.3,167,0,0,0,0,0,0,11.400000000000034,305.6,71703.3,0.03,728.34
8176,M23035,2,299.9,311.3,1445,41.2,169,0,0,0,0,0,0,11.400000000000034,305.6,59534.00000000001,0.19,1022.24
8177,L55356,1,299.8,311.2,1564,40.0,172,0,0,0,0,0,0,11.399999999999977,305.5,62560.0,0.24,1094.93
8178,L55357,1,299.7,311.1,1439,44.9,174,0,0,0,0,0,0,11.400000000000034,305.4,64611.1,0.19,855.31
8179,L55358,1,299.7,311.2,1352,52.1,176,0,0,0,0,0,0,11.5,305.45,70439.2,0.3,1233.06
8180,L55359,1,299.8,311.3,1560,35.4,178,0,0,0,0,0,0,11.5,305.55,55224.0,0.0,973.06
8181,M23040,2,299.7,311.2,1616,42.3,180,0,0,0,0,0,0,11.5,305.45,68356.79999999999,0.0,800.63
8182,L55361,1,299.7,311.2,1835,23.7,183,0,0,0,0,0,0,11.5,305.45,43489.5,0.15,1314.11
8183,M23042,2,299.7,311.1,1649,32.7,185,0,0,0,0,0,0,11.400000000000034,305.4,53922.3,0.08,1055.94
8184,L55363,1,299.8,311.1,1452,47.3,188,0,0,0,0,0,0,11.300000000000011,305.45000000000005,68679.59999999999,0.21,999.27
8185,L55364,1,299.8,311.1,2144,17.7,190,0,0,0,0,0,0,11.300000000000011,305.45000000000005,37948.799999999996,0.24,1433.12
8186,L55365,1,299.7,311.1,1554,41.0,192,0,0,0,0,0,0,11.400000000000034,305.4,63714.0,0.03,911.5
8187,L55366,1,299.7,311.0,1827,25.4,194,0,0,0,0,0,0,11.300000000000011,305.35,46405.799999999996,0.28,1276.83
8188,L55367,1,299.6,310.9,1448,46.3,196,0,0,0,0,0,0,11.299999999999955,305.25,67042.4,0.01,916.98
8189,M23048,2,299.6,310.9,1530,38.8,198,0,0,0,0,0,0,11.299999999999955,305.25,59363.99999999999,0.21,1293.62
8190,L55369,1,299.7,311.0,1983,21.0,201,0,0,0,0,0,0,11.300000000000011,305.35,41643.0,0.12,1052.77
8191,M23050,2,299.7,310.9,1620,37.2,203,0,0,0,0,0,0,11.199999999999989,305.29999999999995,60264.00000000001,0.2,1151.87
8192,M23051,2,299.6,310.9,1630,29.8,206,0,0,0,0,0,0,11.299999999999955,305.25,48574.0,0.03,1036.0
8193,L55372,1,299.6,310.9,1229,65.2,209,1,0,0,0,1,0,11.299999999999955,305.25,80130.8,8.45,9419.71
8194,L55373,1,299.5,310.8,1873,22.3,211,0,0,0,0,0,0,11.300000000000011,305.15,41767.9,0.28,1495.77
8195,L55374,1,299.4,310.7,1426,45.7,213,0,0,0,0,0,0,11.300000000000011,305.04999999999995,65168.200000000004,0.16,1036.33
8196,L55375,1,299.4,310.8,1376,53.9,215,1,0,0,0,1,0,11.400000000000034,305.1,74166.4,7.5,8569.43
8197,L55376,1,299.4,310.8,1622,33.6,217,0,0,0,0,0,0,11.400000000000034,305.1,54499.200000000004,0.19,1288.42
8198,M23057,2,299.4,310.7,1492,45.7,219,0,0,0,0,0,0,11.300000000000011,305.04999999999995,68184.40000000001,0.17,1246.3
8199,M23058,2,299.3,310.7,1374,48.9,222,0,0,0,0,0,0,11.399999999999977,305.0,67188.59999999999,0.16,1415.24
8200,L55379,1,299.2,310.7,1737,27.0,225,1,1,0,0,0,0,11.5,304.95,46899.0,2.04,2939.41
8201,L55380,1,299.3,310.8,1426,42.4,0,0,0,0,0,0,0,11.5,305.05,60462.4,0.26,345.19
8202,M23061,2,299.3,310.9,1826,25.1,2,0,0,0,0,0,0,11.599999999999966,305.1,45832.600000000006,0.18,3.26
8203,L55382,1,299.3,310.9,1669,32.4,5,0,0,0,0,0,0,11.599999999999966,305.1,54075.6,0.06,8.68
8204,M23063,2,299.4,310.9,1473,40.1,7,0,0,0,0,0,0,11.5,305.15,59067.3,0.27,102.85
8205,L55384,1,299.4,310.9,1751,27.8,10,0,0,0,0,0,0,11.5,305.15,48677.8,0.06,60.19
8206,M23065,2,299.4,310.9,1446,47.3,12,0,0,0,0,0,0,11.5,305.15,68395.8,0.05,23.27
8207,L55386,1,299.3,310.8,1483,43.5,15,0,0,0,0,0,0,11.5,305.05,64510.5,0.3,620.74
8208,L55387,1,299.2,310.7,1535,42.6,17,0,0,0,0,0,0,11.5,304.95,65391.0,0.06,181.2
8209,L55388,1,299.2,310.7,1477,44.0,19,0,0,0,0,0,0,11.5,304.95,64988.0,0.03,190.97
8210,L55389,1,299.3,310.8,1391,46.9,21,0,0,0,0,0,0,11.5,305.05,65237.9,0.17,108.87
8211,H37624,0,299.2,310.7,1636,29.4,23,0,0,0,0,0,0,11.5,304.95,48098.399999999994,0.25,476.01
8212,L55391,1,299.2,310.6,1675,33.3,28,0,0,0,0,0,0,11.400000000000034,304.9,55777.49999999999,0.02,405.73
8213,H37626,0,299.2,310.5,1329,48.9,30,0,0,0,0,0,0,11.300000000000011,304.85,64988.1,0.15,430.49
8214,M23073,2,299.2,310.5,1548,33.5,35,0,0,0,0,0,0,11.300000000000011,304.85,51858.0,0.02,0.0
8215,L55394,1,299.2,310.5,1391,45.8,38,0,0,0,0,0,0,11.300000000000011,304.85,63707.799999999996,0.13,250.38
8216,L55395,1,299.1,310.5,1437,43.1,40,0,0,0,0,0,0,11.399999999999977,304.8,61934.700000000004,0.1,316.27
8217,L55396,1,299.2,310.6,1370,61.9,42,0,0,0,0,0,0,11.400000000000034,304.9,84803.0,0.04,163.43
8218,L55397,1,299.1,310.6,1577,37.1,44,0,0,0,0,0,0,11.5,304.85,58506.700000000004,0.28,879.95
8219,L55398,1,299.1,310.5,1485,37.8,46,0,0,0,0,0,0,11.399999999999977,304.8,56132.99999999999,0.19,347.66
8220,L55399,1,299.0,310.4,1504,34.3,48,0,0,0,0,0,0,11.399999999999977,304.7,51587.2,0.25,483.5
8221,M23080,2,298.9,310.3,1551,35.2,50,0,0,0,0,0,0,11.400000000000034,304.6,54595.200000000004,0.27,429.97
8222,M23081,2,299.1,310.5,1428,43.0,53,0,0,0,0,0,0,11.399999999999977,304.8,61404.0,0.28,579.75
8223,L55402,1,299.0,310.5,1755,27.9,56,0,0,0,0,0,0,11.5,304.75,48964.5,0.22,707.35
8224,L55403,1,299.1,310.5,1329,54.9,58,0,0,0,0,0,0,11.399999999999977,304.8,72962.09999999999,0.09,397.23
8225,L55404,1,299.1,310.5,1496,35.2,60,0,0,0,0,0,0,11.399999999999977,304.8,52659.200000000004,0.25,517.15
8226,L55405,1,299.1,310.5,1532,36.6,62,0,0,0,0,0,0,11.399999999999977,304.8,56071.200000000004,0.16,308.91
8227,L55406,1,299.1,310.5,1389,61.4,64,0,0,0,0,0,0,11.399999999999977,304.8,85284.59999999999,0.08,581.33
8228,M23087,2,299.1,310.4,1524,51.4,66,0,0,0,0,0,0,11.299999999999955,304.75,78333.59999999999,0.12,428.45
8229,M23088,2,299.1,310.4,1422,49.3,69,0,0,0,0,0,0,11.299999999999955,304.75,70104.59999999999,0.09,407.0
8230,L55409,1,299.1,310.5,1739,27.4,72,0,0,0,0,0,0,11.399999999999977,304.8,47648.6,0.14,149.16
8231,L55410,1,299.1,310.5,1736,26.9,74,0,0,0,0,0,0,11.399999999999977,304.8,46698.399999999994,0.23,580.92
8232,L55411,1,299.1,310.5,1419,48.8,76,0,0,0,0,0,0,11.399999999999977,304.8,69247.2,0.15,469.83
8233,L55412,1,299.1,310.6,1326,49.7,78,0,0,0,0,0,0,11.5,304.85,65902.2,0.08,196.1
8234,M23093,2,299.1,310.6,1449,43.2,80,0,0,0,0,0,0,11.5,304.85,62596.8,0.03,578.44
8235,L55414,1,299.2,310.6,1534,39.7,83,0,0,0,0,0,0,11.400000000000034,304.9,60899.8,0.26,594.71
8236,M23095,2,299.2,310.6,1443,50.9,85,0,0,0,0,0,0,11.400000000000034,304.9,73448.7,0.13,839.34
8237,L55416,1,299.2,310.6,1498,41.1,88,0,0,0,0,0,0,11.400000000000034,304.9,61567.8,0.13,782.17
8238,L55417,1,299.1,310.6,1796,26.0,90,0,0,0,0,0,0,11.5,304.85,46696.0,0.23,572.01
8239,L55418,1,299.1,310.4,1519,45.3,92,0,0,0,0,0,0,11.299999999999955,304.75,68810.7,0.25,915.4
8240,L55419,1,299.0,310.4,1339,49.6,94,0,0,0,0,0,0,11.399999999999977,304.7,66414.40000000001,0.15,861.58
8241,L55420,1,299.0,310.4,1483,41.5,96,0,0,0,0,0,0,11.399999999999977,304.7,61544.5,0.19,586.14
8242,M23101,2,298.9,310.2,2099,20.0,98,0,0,0,0,0,0,11.300000000000011,304.54999999999995,41980.0,0.07,405.1
8243,M23102,2,299.0,310.3,1689,29.7,101,0,0,0,0,0,0,11.300000000000011,304.65,50163.299999999996,0.28,461.7
8244,H37657,0,299.1,310.4,1369,54.5,104,0,0,0,0,0,0,11.299999999999955,304.75,74610.5,0.17,747.07
8245,L55424,1,299.0,310.4,1512,38.8,109,0,0,0,0,0,0,11.399999999999977,304.7,58665.6,0.22,619.0
8246,M23105,2,299.0,310.3,1303,68.6,111,1,0,0,1,0,0,11.300000000000011,304.65,89385.79999999999,5.67,6286.57
8247,L55426,1,299.0,310.3,1552,39.9,114,0,0,0,0,0,0,11.300000000000011,304.65,61924.799999999996,0.19,674.82
8248,L55427,1,299.0,310.4,1713,28.0,116,0,0,0,0,0,0,11.399999999999977,304.7,47964.0,0.11,573.04
8249,L55428,1,298.9,310.3,1456,44.1,118,0,0,0,0,0,0,11.400000000000034,304.6,64209.6,0.14,645.78
8250,L55429,1,299.0,310.4,1524,39.8,120,0,0,0,0,0,0,11.399999999999977,304.7,60655.2,0.2,605.03
8251,M23110,2,299.0,310.4,1394,45.2,122,0,0,0,0,0,0,11.399999999999977,304.7,63008.8,0.24,765.71
8252,L55431,1,299.0,310.4,1981,21.2,125,0,0,0,0,0,0,11.399999999999977,304.7,41997.2,0.1,614.51
8253,L55432,1,299.0,310.4,1565,36.1,127,0,0,0,0,0,0,11.399999999999977,304.7,56496.5,0.26,892.88
8254,L55433,1,299.1,310.4,1657,31.0,129,0,0,0,0,0,0,11.299999999999955,304.75,51367.0,0.07,730.64
8255,M23114,2,299.0,310.4,1625,37.1,131,0,0,0,0,0,0,11.399999999999977,304.7,60287.5,0.17,664.32
8256,L55435,1,299.0,310.4,1606,31.1,134,0,0,0,0,0,0,11.399999999999977,304.7,49946.600000000006,0.05,885.12
8257,H37670,0,299.0,310.5,1336,56.8,136,0,0,0,0,0,0,11.5,304.75,75884.8,0.09,746.06
8258,M23117,2,299.0,310.6,1587,34.2,141,0,0,0,0,0,0,11.600000000000023,304.8,54275.4,0.27,1200.37
8259,L55438,1,299.1,310.6,1602,39.7,144,0,0,0,0,0,0,11.5,304.85,63599.4,0.0,756.16
8260,L55439,1,299.1,310.5,1471,38.4,146,0,0,0,0,0,0,11.399999999999977,304.8,56486.4,0.27,1010.37
8261,H37674,0,299.1,310.6,1332,48.0,148,0,0,0,0,0,0,11.5,304.85,63936.0,0.1,766.35
8262,H37675,0,299.2,310.6,1434,48.4,153,0,0,0,0,0,0,11.400000000000034,304.9,69405.59999999999,0.21,1067.23
8263,L55442,1,299.1,310.6,1921,23.9,158,0,0,0,0,0,0,11.5,304.85,45911.899999999994,0.03,825.04
8264,H37677,0,299.2,310.6,1704,30.6,160,0,0,0,0,0,0,11.400000000000034,304.9,52142.4,0.19,1118.77
8265,M23124,2,299.1,310.6,1397,49.5,165,0,0,0,0,0,0,11.5,304.85,69151.5,0.27,1335.7
8266,H37679,0,299.1,310.6,1791,28.0,168,0,0,0,0,0,0,11.5,304.85,50148.0,0.17,900.97
8267,L55446,1,299.1,310.6,1818,24.1,173,0,0,0,0,0,0,11.5,304.85,43813.8,0.11,1067.02
8268,L55447,1,299.2,310.7,1540,36.3,175,0,0,0,0,0,0,11.5,304.95,55901.99999999999,0.24,1202.77
8269,M23128,2,299.2,310.8,1502,39.8,177,0,0,0,0,0,0,11.600000000000023,305.0,59779.6,0.21,1163.72
8270,H37683,0,299.2,310.8,1761,30.4,180,0,0,0,0,0,0,11.600000000000023,305.0,53534.399999999994,0.04,875.02
8271,M23130,2,299.1,310.8,1517,38.4,185,0,0,0,0,0,0,11.699999999999989,304.95000000000005,58252.799999999996,0.2,1063.06
8272,L55451,1,299.1,310.7,1309,51.1,188,0,0,0,0,0,0,11.599999999999966,304.9,66889.90000000001,0.2,1052.42
8273,L55452,1,298.9,310.6,1363,52.6,190,0,0,0,0,0,0,11.700000000000045,304.75,71693.8,0.23,1089.44
8274,M23133,2,299.0,310.6,1787,22.2,192,0,0,0,0,0,0,11.600000000000023,304.8,39671.4,0.09,923.98
8275,L55454,1,298.9,310.5,1640,29.2,195,0,0,0,0,0,0,11.600000000000023,304.7,47888.0,0.12,1079.33
8276,M23135,2,298.9,310.6,1720,25.3,197,0,0,0,0,0,0,11.700000000000045,304.75,43516.0,0.29,1161.33
8277,L55456,1,298.8,310.5,1384,52.8,200,0,0,0,0,0,0,11.699999999999989,304.65,73075.2,0.17,1235.35
8278,H37691,0,298.8,310.5,1294,55.8,202,0,0,0,0,0,0,11.699999999999989,304.65,72205.2,0.15,1168.54
8279,L55458,1,298.8,310.5,1464,46.4,207,0,0,0,0,0,0,11.699999999999989,304.65,67929.59999999999,0.3,1360.37
8280,L55459,1,298.8,310.6,1803,25.4,209,0,0,0,0,0,0,11.800000000000011,304.70000000000005,45796.2,0.07,1073.98
